time,Lat,Lon,Pressure,QCLS_CO,GEOS_CO,CO_bbGlobal,CO_bbNAm,CO_bbSAm,CO_bbAfrica,CO_bbEuras,CO_nbGlobal,CO_nbAsia,CO_nbNam,CO_nbEuro
32630.0,38.7491,-27.0779,996.931,93.0489,92.1593,11.4161,2.96516,0.363878,1.56902,5.38210,80.7040,16.8194,28.2574,5.73322
32640.0,38.7432,-27.0714,988.750,93.5200,92.1133,11.3931,2.96640,0.365050,1.57608,5.36381,80.6703,16.7796,28.2467,5.71543
32650.0,38.7370,-27.0652,984.275,92.1000,92.1065,11.3908,2.96945,0.365523,1.57694,5.36245,80.6586,16.7753,28.2422,5.71399
32660.0,38.7304,-27.0584,976.858,91.3231,92.1504,11.3721,2.97354,0.366838,1.58432,5.33964,80.7075,16.7311,28.3239,5.69333
32670.0,38.7239,-27.0517,964.964,91.1007,92.4117,11.2885,2.97727,0.370915,1.61722,5.23106,81.0303,16.5303,28.7710,5.59565
32680.0,38.7178,-27.0447,956.186,91.5649,92.5738,11.1103,2.95773,0.375290,1.68005,5.02867,81.3737,16.1376,29.3376,5.41160
32690.0,38.7130,-27.0354,950.756,91.7603,92.5722,10.9133,2.92534,0.378562,1.74694,4.81860,81.5897,15.7174,29.7861,5.21967
32700.0,38.7099,-27.0246,946.537,92.3453,92.4837,10.7021,2.88530,0.381549,1.81775,4.59997,81.7414,15.2712,30.1821,5.01975
32710.0,38.7084,-27.0126,943.322,92.2964,92.3896,10.5155,2.84764,0.384178,1.88070,4.40806,81.8618,14.8755,30.5183,4.84467
32720.0,38.7087,-26.9994,942.455,92.1998,92.4892,10.4808,2.84055,0.385247,1.89673,4.36578,82.0058,14.7895,30.7110,4.80726
32730.0,38.7113,-26.9857,939.465,92.6720,92.3849,10.2929,2.80031,0.388214,1.96099,4.17262,82.1166,14.3876,31.0409,4.63219
32740.0,38.7160,-26.9723,934.071,93.3880,91.9165,9.91726,2.71805,0.393111,2.08196,3.79702,82.0669,13.6035,31.4155,4.29163
32750.0,38.7224,-26.9598,925.350,-99999.0,90.4006,9.34095,2.58861,0.397428,2.25169,3.23911,81.1714,12.4387,31.1492,3.78901
32760.0,38.7304,-26.9486,913.443,-99999.0,86.6392,8.84016,2.46949,0.391299,2.35821,2.80283,77.9020,11.5254,28.3774,3.40731
32770.0,38.7390,-26.9382,900.616,-99999.0,82.4701,8.61458,2.40347,0.378132,2.37079,2.66845,73.8936,11.2417,24.5465,3.30479
32780.0,38.7477,-26.9281,892.876,-99999.0,81.2874,8.58370,2.38298,0.373492,2.37234,2.67757,72.6921,11.2699,23.3620,3.32385
32790.0,38.7567,-26.9176,886.151,-99999.0,81.0757,8.58326,2.36954,0.371928,2.37767,2.69740,72.4463,11.3287,23.1340,3.34979
32800.0,38.7664,-26.9077,878.551,-99999.0,81.3334,8.59923,2.35809,0.371617,2.37970,2.72432,72.6664,11.4054,23.3800,3.37995
32810.0,38.7765,-26.8981,870.918,-99999.0,81.6881,8.61517,2.34953,0.371649,2.37373,2.74548,73.0083,11.4567,23.7443,3.39937
32820.0,38.7867,-26.8880,863.472,-99999.0,81.8992,8.61692,2.34149,0.371273,2.36305,2.75275,73.2387,11.4634,23.9878,3.40094
32830.0,38.7970,-26.8778,856.526,-99999.0,81.9989,8.60826,2.33205,0.370399,2.35447,2.75104,73.3692,11.4454,24.1134,3.39224
32840.0,38.8074,-26.8669,849.494,-99999.0,82.0304,8.59162,2.31930,0.368660,2.35287,2.74249,73.4354,11.4135,24.1564,3.37780
32850.0,38.8179,-26.8558,842.481,-99999.0,82.0197,8.57399,2.30282,0.366741,2.36220,2.72990,73.4519,11.3799,24.1430,3.36210
32860.0,38.8287,-26.8449,835.609,-99999.0,81.9678,8.55642,2.28337,0.365598,2.38288,2.71040,73.4255,11.3373,24.1096,3.34335
32870.0,38.8397,-26.8335,828.357,-99999.0,81.8328,8.53124,2.25974,0.365489,2.41814,2.67550,73.3263,11.2658,24.0595,3.31507
32880.0,38.8508,-26.8222,818.371,-99999.0,81.4070,8.46548,2.22062,0.366391,2.49242,2.59062,72.9712,11.0946,23.9087,3.25284
32890.0,38.8620,-26.8112,806.969,-99999.0,80.6583,8.36685,2.16865,0.368272,2.62197,2.44930,72.3131,10.8040,23.6065,3.15650
32900.0,38.8730,-26.7998,795.885,87.1983,79.8484,8.29834,2.11321,0.371744,2.80403,2.28718,71.5833,10.4574,23.2240,3.05202
32910.0,38.8839,-26.7882,785.261,85.8038,79.1942,8.29362,2.05638,0.377179,3.02670,2.13531,70.9747,10.1407,22.9227,2.96544
32920.0,38.8947,-26.7767,774.802,86.1677,78.8746,8.37888,1.99635,0.382158,3.25978,2.05050,70.5715,10.0305,22.8030,2.95277
32930.0,38.9055,-26.7652,764.375,82.6783,79.0311,8.58720,1.93183,0.382925,3.44631,2.11143,70.3995,10.3934,22.7343,3.08537
32940.0,38.9163,-26.7537,753.762,83.6183,79.6041,8.89119,1.85991,0.377459,3.45323,2.39362,70.4974,11.6688,22.2990,3.41260
32950.0,38.9271,-26.7425,743.323,84.0115,80.3967,9.19675,1.78112,0.367010,3.14506,2.92346,70.9580,14.1649,21.2707,3.92670
32960.0,38.9378,-26.7314,733.202,84.5084,81.1618,9.37117,1.69649,0.362625,2.72884,3.43407,71.7003,16.7984,20.3034,4.38667
32970.0,38.9485,-26.7202,723.083,80.7274,81.7448,9.29285,1.60506,0.380105,2.62920,3.48681,72.5203,17.6312,20.4211,4.42446
32980.0,38.9591,-26.7091,713.283,73.3891,82.0293,8.94733,1.51294,0.423745,3.08120,2.86691,73.1391,15.5940,21.9738,3.87185
32990.0,38.9696,-26.6980,703.993,75.3857,81.9133,8.51799,1.42636,0.474014,3.77275,1.96853,73.3234,12.2246,23.9045,3.08251
33000.0,38.9801,-26.6866,697.886,68.4842,81.5344,8.25409,1.37137,0.503358,4.21906,1.39090,73.1102,9.95459,24.9396,2.57950
33010.0,38.9908,-26.6752,693.265,65.9630,81.0628,8.08657,1.33139,0.520862,4.50184,1.02046,72.7413,8.45298,25.4430,2.25975
33020.0,39.0017,-26.6637,689.503,67.0354,80.5501,7.97089,1.30040,0.531670,4.68868,0.768686,72.3002,7.40626,25.6551,2.04454
33030.0,39.0131,-26.6519,686.785,70.2731,79.9853,7.89910,1.27984,0.535489,4.77363,0.635802,71.7939,6.84288,25.6205,1.93315
33040.0,39.0248,-26.6399,684.063,69.4788,79.4018,7.83927,1.26140,0.537535,4.83042,0.536505,71.2650,6.41595,25.5085,1.85103
33050.0,39.0368,-26.6278,681.919,69.5077,78.8981,7.79867,1.24808,0.537711,4.85717,0.477944,70.8027,6.15601,25.3556,1.80397
33060.0,39.0491,-26.6151,679.890,69.8295,78.4216,7.76615,1.23698,0.536892,4.86693,0.440722,70.3633,5.98721,25.1743,1.77518
33070.0,39.0616,-26.6019,677.784,69.2536,77.9551,7.73835,1.22740,0.535243,4.86118,0.421333,69.9327,5.89872,24.9626,1.76149
33080.0,39.0743,-26.5883,675.656,69.1934,77.5148,7.71557,1.21977,0.532806,4.84009,0.419916,69.5263,5.89317,24.7278,1.76290
33090.0,39.0873,-26.5744,673.551,70.1797,77.1134,7.69751,1.21431,0.529683,4.80519,0.434893,69.1560,5.96543,24.4783,1.77800
33100.0,39.1005,-26.5604,670.490,70.3462,76.6806,7.67895,1.21097,0.525024,4.73554,0.481241,68.7645,6.19783,24.1469,1.81937
33110.0,39.1140,-26.5462,666.802,71.9807,76.3553,7.66769,1.21462,0.518288,4.62041,0.573313,68.4856,6.65018,23.8071,1.89929
33120.0,39.1278,-26.5318,663.102,74.1993,76.1542,7.66291,1.22424,0.511009,4.48909,0.682310,68.3245,7.20819,23.4596,1.99295
33130.0,39.1416,-26.5173,659.106,80.0901,76.0769,7.66425,1.24085,0.503104,4.33736,0.810331,68.2813,7.89221,23.0907,2.10267
33140.0,39.1556,-26.5025,655.235,80.2041,76.1410,7.67209,1.26320,0.495383,4.18288,0.941539,68.3680,8.61936,22.7542,2.21577
33150.0,39.1697,-26.4875,650.820,80.7418,76.3491,7.69027,1.29507,0.487107,4.00646,1.09252,68.5855,9.48566,22.3929,2.34817
33160.0,39.1839,-26.4723,645.839,81.6395,76.7217,7.72530,1.33861,0.478384,3.80953,1.26371,68.9431,10.4927,22.0095,2.50324
33170.0,39.1981,-26.4572,640.271,81.7339,77.2518,7.78331,1.39518,0.469175,3.59131,1.45837,69.4252,11.6499,21.5894,2.68644
33180.0,39.2124,-26.4419,634.002,81.8780,77.9182,7.87039,1.46640,0.459254,3.34706,1.68361,70.0034,12.9862,21.0997,2.90627
33190.0,39.2267,-26.4268,625.984,82.9243,78.7620,8.00962,1.56473,0.447191,3.04007,1.97884,70.6926,14.7165,20.4156,3.20421
33200.0,39.2413,-26.4124,617.568,85.1188,79.5858,8.17653,1.67211,0.435173,2.72847,2.28885,71.3236,16.5160,19.6520,3.52545
33210.0,39.2574,-26.4015,609.716,75.3093,80.2609,8.33899,1.77076,0.425844,2.47667,2.54780,71.8136,18.0075,19.0572,3.79875
33220.0,39.2749,-26.3968,601.867,79.2336,80.8254,8.48578,1.86084,0.419687,2.29589,2.73965,72.2251,19.1213,18.7550,4.00237
33230.0,39.2926,-26.3975,594.428,70.7734,81.2156,8.59044,1.93051,0.416742,2.18905,2.85253,72.5235,19.8194,18.6766,4.12116
33240.0,39.3101,-26.4010,588.078,80.2286,81.4332,8.64684,1.97294,0.417013,2.15566,2.88734,72.7079,20.0902,18.7795,4.15585
33250.0,39.3274,-26.4060,581.792,83.8719,81.5221,8.67307,1.99745,0.419538,2.16643,2.87476,72.7986,20.1121,18.9479,4.13938
33260.0,39.3445,-26.4120,575.663,78.7816,81.4863,8.67094,2.00363,0.424114,2.21571,2.82140,72.7928,19.9148,19.1429,4.07918
33270.0,39.3615,-26.4180,569.853,77.7404,81.3409,8.64456,1.99301,0.430304,2.29475,2.73702,72.6971,19.5443,19.3313,3.98607
33280.0,39.3784,-26.4247,563.993,79.3123,81.0821,8.59785,1.96776,0.437934,2.39696,2.62805,72.5030,19.0406,19.4795,3.86745
33290.0,39.3953,-26.4316,558.047,82.7602,80.7086,8.53406,1.92956,0.446712,2.51603,2.50093,72.2046,18.4368,19.5610,3.73084
33300.0,39.4122,-26.4380,552.199,75.5164,80.2401,8.45936,1.88220,0.456048,2.64256,2.36579,71.8147,17.7797,19.5631,3.58759
33310.0,39.4292,-26.4447,546.929,76.4447,79.7406,8.38422,1.83275,0.464999,2.76398,2.23696,71.3879,17.1313,19.5078,3.45279
33320.0,39.4462,-26.4510,542.181,77.1121,79.2281,8.31342,1.78509,0.473163,2.87558,2.11927,70.9405,16.5191,19.4054,3.33143
33330.0,39.4633,-26.4574,537.441,74.7054,78.6571,8.24537,1.73858,0.480760,2.97990,2.00890,70.4314,15.9307,19.2342,3.22008
33340.0,39.4804,-26.4640,532.605,71.2728,78.0169,8.18148,1.69445,0.487625,3.07580,1.90688,69.8505,15.3700,18.9902,3.12004
33350.0,39.4975,-26.4700,527.857,70.6306,77.3354,8.12487,1.65512,0.493424,3.16100,1.81633,69.2242,14.8488,18.6958,3.03403
33360.0,39.5147,-26.4768,523.174,72.3403,76.5163,8.08126,1.62492,0.496073,3.19983,1.76395,68.4559,14.5366,18.2596,2.98899
33370.0,39.5318,-26.4834,518.716,70.9203,75.7061,8.04342,1.60008,0.497938,3.23280,1.71711,67.6930,14.2281,17.8544,2.94826
33380.0,39.5490,-26.4900,515.208,72.2697,75.0422,8.01336,1.58167,0.499256,3.26313,1.67581,67.0682,13.9271,17.5662,2.91001
33390.0,39.5663,-26.4971,512.061,73.3188,74.4435,7.98708,1.56674,0.500375,3.29379,1.63552,66.5048,13.6158,17.3383,2.87102
33400.0,39.5838,-26.5036,509.131,73.6815,73.8928,7.96331,1.55434,0.501419,3.32570,1.59509,65.9869,13.2908,17.1572,2.83048
33410.0,39.6013,-26.5108,506.528,71.7575,73.4064,7.94229,1.54431,0.502364,3.35735,1.55604,65.5301,12.9662,17.0251,2.78993
