time,Lat,Lon,Pressure,QCLS_CO,GEOS_CO,CO_bbGlobal,CO_bbNAm,CO_bbSAm,CO_bbAfrica,CO_bbEuras,CO_nbGlobal,CO_nbAsia,CO_nbNam,CO_nbEuro
29070.0,-7.97878,-14.3762,997.313,-99999.0,77.8174,24.3088,0.162865,8.61359,15.1995,0.190880,53.3989,4.91345,1.19664,0.850935
29080.0,-7.98275,-14.3688,988.139,-99999.0,77.9519,24.4339,0.153900,8.59683,15.3491,0.197396,53.4133,4.91620,1.20326,0.854117
29090.0,-7.98707,-14.3618,979.925,-99999.0,78.0877,24.5568,0.148964,8.57827,15.4948,0.200768,53.4246,4.91930,1.20724,0.856082
29100.0,-7.99195,-14.3543,971.314,-99999.0,78.2676,24.7149,0.149385,8.55270,15.6773,0.199861,53.4346,4.92377,1.20787,0.856667
29110.0,-7.99787,-14.3480,964.744,-99999.0,78.4254,24.8507,0.153381,8.53019,15.8306,0.196461,53.4414,4.92791,1.20586,0.856193
29120.0,-8.00558,-14.3425,960.468,-99999.0,78.5250,24.9358,0.156672,8.51415,15.9269,0.193991,53.4462,4.93078,1.20389,0.855668
29130.0,-8.01500,-14.3392,956.116,-99999.0,78.6303,25.0269,0.159859,8.50062,16.0269,0.191975,53.4537,4.93351,1.20174,0.855107
29140.0,-8.02556,-14.3384,949.942,-99999.0,78.8373,25.2109,0.162842,8.48521,16.2219,0.191206,53.4723,4.93693,1.19918,0.854670
29150.0,-8.03641,-14.3405,941.798,-99999.0,79.2114,25.5507,0.162325,8.46730,16.5770,0.195376,53.5116,4.93995,1.19772,0.855119
29160.0,-8.04695,-14.3453,933.983,-99999.0,79.5831,25.8879,0.158828,8.45353,16.9278,0.202167,53.5567,4.94149,1.19791,0.856283
29170.0,-8.05640,-14.3523,922.324,-99999.0,80.0625,26.3143,0.154062,8.42514,17.3834,0.208807,53.6181,4.94467,1.19914,0.858868
29180.0,-8.06418,-14.3618,911.865,-99999.0,80.5084,26.6975,0.153881,8.38997,17.8008,0.206367,53.6712,4.95301,1.20004,0.861323
29190.0,-8.06977,-14.3727,903.557,-99999.0,81.4665,27.5538,0.154859,8.34085,18.6989,0.202036,53.7564,4.96662,1.20089,0.863431
29200.0,-8.07265,-14.3853,895.328,-99999.0,83.4265,29.3409,0.155079,8.25936,20.5467,0.199099,53.9136,4.98775,1.20182,0.865484
29210.0,-8.07206,-14.3984,889.115,-99999.0,85.2860,31.0417,0.155198,8.18589,22.3021,0.198493,54.0651,5.00840,1.20244,0.867237
29220.0,-8.06752,-14.4114,884.700,-99999.0,86.4481,32.1028,0.156045,8.13736,23.4006,0.198669,54.1655,5.02471,1.20278,0.868629
29230.0,-8.05935,-14.4225,877.302,-99999.0,87.4588,33.0135,0.160298,8.06288,24.3692,0.199638,54.2712,5.05760,1.20405,0.871564
29240.0,-8.04956,-14.4325,860.248,-99999.0,87.8885,33.3080,0.183627,7.86584,24.8199,0.203258,54.4362,5.15295,1.20728,0.881929
29250.0,-8.04007,-14.4421,841.996,-99999.0,137.988,79.2852,0.166802,5.97799,72.4014,0.213659,58.1505,5.27364,1.18381,0.916448
29260.0,-8.03036,-14.4516,838.630,-99999.0,155.121,95.0887,0.156053,5.38820,88.7088,0.216447,59.3731,5.29718,1.17510,0.925588
29270.0,-8.02009,-14.4618,837.773,-99999.0,159.510,99.1600,0.152888,5.24200,92.9091,0.217056,59.6723,5.30062,1.17255,0.927625
29280.0,-8.00975,-14.4721,830.015,-99999.0,202.302,138.843,0.128202,3.83514,133.770,0.224120,62.6951,5.37642,1.15150,0.948965
29290.0,-7.99936,-14.4828,820.045,-99999.0,250.376,184.055,0.115467,2.44896,180.031,0.233218,66.0353,5.52409,1.12945,0.969421
29300.0,-7.98876,-14.4933,809.589,177.143,279.961,212.119,0.132395,1.71728,208.492,0.252438,68.5064,5.76599,1.14098,1.01816
29310.0,-7.97799,-14.5035,799.420,253.607,281.451,212.240,0.161906,1.42015,208.687,0.302504,70.3521,6.11804,1.23115,1.17225
29320.0,-7.96707,-14.5139,789.762,275.182,256.243,184.917,0.188292,1.26569,181.478,0.389798,71.9361,6.57686,1.41092,1.45821
29330.0,-7.95605,-14.5239,779.914,240.750,220.631,147.019,0.209045,1.17434,143.729,0.486624,73.2477,7.13051,1.61685,1.78143
29340.0,-7.94504,-14.5342,769.958,213.802,196.461,121.435,0.221626,1.12208,118.242,0.548914,74.0593,7.72242,1.75147,1.99253
29350.0,-7.93413,-14.5447,759.908,190.578,190.582,115.258,0.226730,1.09329,112.080,0.565486,74.3832,8.28772,1.78903,2.05154
29360.0,-7.92324,-14.5550,750.150,168.572,192.291,117.152,0.227732,1.09116,113.947,0.562654,74.4496,8.73694,1.78570,2.04415
29370.0,-7.91232,-14.5656,740.576,168.370,192.157,117.125,0.227442,1.11107,113.888,0.563519,74.4688,9.02617,1.79032,2.04713
29380.0,-7.90134,-14.5761,731.109,175.057,190.400,115.284,0.226387,1.11137,112.040,0.569244,74.5396,9.16843,1.80069,2.06536
29390.0,-7.89032,-14.5864,721.688,179.080,189.426,114.022,0.225008,1.03967,110.831,0.576484,74.7505,9.18880,1.80358,2.08795
29400.0,-7.87930,-14.5970,713.054,181.859,189.306,113.624,0.224593,0.955750,110.489,0.581851,74.9611,9.12049,1.80090,2.10351
29410.0,-7.86824,-14.6074,705.648,184.893,187.682,112.084,0.226204,1.01179,108.876,0.582709,74.8465,9.01078,1.80883,2.10446
29420.0,-7.85710,-14.6181,699.387,186.327,183.687,108.639,0.229764,1.25525,105.185,0.578629,74.3114,8.89107,1.83303,2.08995
29430.0,-7.84586,-14.6290,693.706,187.314,177.213,103.174,0.234955,1.68733,99.3003,0.569689,73.3561,8.76714,1.87371,2.06039
29440.0,-7.83450,-14.6397,688.019,187.916,168.345,95.7554,0.241579,2.30153,91.2914,0.555917,71.9938,8.63105,1.92992,2.01565
29450.0,-7.82302,-14.6509,682.975,187.963,158.928,87.9145,0.248384,2.96886,82.8143,0.540540,70.5192,8.50262,1.99026,1.96593
29460.0,-7.81139,-14.6621,679.031,188.348,150.854,81.2063,0.254189,3.55300,75.5536,0.527113,69.2445,8.39888,2.04280,1.92243
29470.0,-7.79964,-14.6734,674.953,189.222,142.011,73.8838,0.260239,4.20070,67.6207,0.511696,67.8272,8.28896,2.10014,1.87265
29480.0,-7.78775,-14.6850,670.915,189.651,132.973,66.4177,0.266146,4.87019,59.5272,0.495330,66.3599,8.17881,2.15872,1.81997
29490.0,-7.77569,-14.6968,666.992,189.896,123.940,58.9534,0.271652,5.55026,51.4346,0.478242,64.8873,8.07237,2.21589,1.76580
29500.0,-7.76344,-14.7085,662.852,190.272,114.613,51.2663,0.277147,6.26332,43.0952,0.459854,63.3419,7.96110,2.27495,1.70776
29510.0,-7.75102,-14.7202,657.463,190.464,103.250,41.9434,0.283723,7.13318,32.9868,0.436624,61.4123,7.82086,2.34803,1.63446
29520.0,-7.73857,-14.7321,650.697,189.490,91.1671,32.0658,0.290963,8.05532,22.2890,0.411624,59.3059,7.66752,2.42751,1.55624
29530.0,-7.72617,-14.7440,643.746,186.436,82.2085,24.7738,0.297316,8.73511,14.4395,0.393896,57.7014,7.53728,2.49285,1.50004
29540.0,-7.71379,-14.7557,637.096,155.055,76.7228,20.3310,0.302475,9.13561,9.72977,0.384368,56.6806,7.43859,2.54143,1.46891
29550.0,-7.70138,-14.7677,631.270,105.378,73.9840,18.1278,0.306430,9.31235,7.47831,0.381105,56.1379,7.37161,2.57507,1.45723
29560.0,-7.68886,-14.7797,626.040,81.5992,72.8476,17.2241,0.309662,9.35181,6.65770,0.381566,55.8813,7.32555,2.60022,1.45717
29570.0,-7.67621,-14.7915,621.681,68.3076,72.6712,17.0926,0.312180,9.31255,6.67236,0.383939,55.8062,7.29705,2.61840,1.46331
29580.0,-7.66344,-14.8035,617.592,64.2379,72.9651,17.3354,0.314491,9.22531,7.10512,0.387513,55.8223,7.27697,2.63469,1.47325
29590.0,-7.65063,-14.8158,613.669,61.7802,73.5379,17.7959,0.316729,9.10499,7.78531,0.391907,55.8966,7.26284,2.65061,1.48578
29600.0,-7.63781,-14.8283,609.488,61.5442,74.3210,18.4165,0.319247,8.94911,8.66312,0.397379,56.0156,7.25127,2.66929,1.50150
